des_chr,des_num,des,name,date_start,date_end,cum_ip
2014JR24,,2014JR24,,2093-04-30,2093-04-30,9.75e-08
2014JR24,,2014JR24,,2069-05-01,2069-05-01,0.00124
2014JR24,,2014JR24,,2094-05-01,2094-05-01,1.7549700000000002e-06
2014JR24,,2014JR24,,2096-05-01,2096-05-01,3.47e-07
2014JR24,,2014JR24,,2095-05-01,2095-05-02,1.781e-06
2014JR24,,2014JR24,,2090-04-27,2090-04-27,1.61e-08
2014JU15,,2014JU15,,2098-04-29,2098-04-29,2.97e-09
2014JU15,,2014JU15,,2103-04-30,2103-04-30,1.63e-07
2014JU15,,2014JU15,,2104-04-29,2104-04-29,8.07e-08
2014JU15,,2014JU15,,2114-04-30,2114-04-30,2.709e-07
2014JU15,,2014JU15,,2108-04-29,2108-04-29,4.16e-08
2014JU15,,2014JU15,,2116-04-29,2116-04-29,2.4e-08
2014JU15,,2014JU15,,2121-04-29,2121-04-29,2.7985e-07
2014JU15,,2014JU15,,2097-04-28,2097-04-28,3.91e-07
2014JU15,,2014JU15,,2107-04-30,2107-04-30,8.71e-07
2014JU15,,2014JU15,,2095-04-29,2095-04-29,3.93e-08
2014JU15,,2014JU15,,2092-04-28,2092-04-28,1.994e-07
2014JU15,,2014JU15,,2093-04-28,2093-04-28,1.91e-09
2014JU15,,2014JU15,,2094-04-28,2094-04-29,8.02e-08
2014JU15,,2014JU15,,2079-04-29,2079-04-29,2.06987e-05
2014JU15,,2014JU15,,2081-04-28,2081-04-28,2.56e-09
2014JU15,,2014JU15,,2082-04-28,2082-04-28,3.13e-07
2014JU15,,2014JU15,,2075-04-29,2075-04-29,2.03e-09
2014JU15,,2014JU15,,2086-04-28,2086-04-28,2.04e-05
2014JU15,,2014JU15,,2088-04-28,2088-04-28,1.3e-09
2014JU15,,2014JU15,,2089-04-28,2089-04-28,2.04257e-05
2014JU15,,2014JU15,,2090-04-28,2090-04-28,7.04e-07
2014JU15,,2014JU15,,2083-04-29,2083-04-29,9.09e-10
2014JV79,,2014JV79,,2071-11-15,2071-11-15,1.62e-11
2014JV79,,2014JV79,,2116-11-15,2116-11-15,1.01e-10
2014JV79,,2014JV79,,2106-11-15,2106-11-15,5.68e-11
2014JV79,,2014JV79,,2094-11-14,2094-11-14,1.12e-10
2014JV79,,2014JV79,,2086-11-14,2086-11-14,7.34e-11
2014JV79,,2014JV79,,2082-11-14,2082-11-14,1.85e-11
2014JV79,,2014JV79,,2073-11-14,2073-11-14,4.22e-10
2014JV79,,2014JV79,,2063-11-15,2063-11-15,1.01e-10
2014JV79,,2014JV79,,2039-11-15,2039-11-15,1.79e-10
2014JV79,,2014JV79,,2051-11-15,2051-11-15,7e-10
2014JV79,,2014JV79,,2048-11-14,2048-11-14,1.7221e-09
2014JV79,,2014JV79,,2045-11-14,2045-11-14,3.509e-09
2014JV79,,2014JV79,,2043-11-15,2043-11-15,1.91e-11
2014JV79,,2014JV79,,2026-11-15,2026-11-15,1.75e-10
2014JV79,,2014JV79,,2037-11-14,2037-11-14,8.34e-10
2014JV79,,2014JV79,,2036-11-14,2036-11-14,3.57e-09
2014JV79,,2014JV79,,2035-11-15,2035-11-15,2.2e-09
2014JV79,,2014JV79,,2034-11-14,2034-11-14,3.99e-09
2014JV79,,2014JV79,,2052-11-14,2052-11-14,1.83e-08
2014KC45,,2014KC45,,2103-09-05,2103-09-06,3.02e-08
2014KC45,,2014KC45,,2105-05-28,2105-06-01,1.8872157999999998e-06
2014KC45,,2014KC45,,2106-05-31,2106-05-31,4.44e-07
2014KC45,,2014KC45,,2109-05-29,2109-05-29,2.19e-08
2014KC45,,2014KC45,,2109-09-07,2109-09-07,2.99e-09
2014KC45,,2014KC45,,2110-09-04,2110-09-06,1.304e-07
2014KC45,,2014KC45,,2118-05-28,2118-05-28,2e-10
2014KC45,,2014KC45,,2111-09-08,2111-09-08,2.56e-08
2014KC45,,2014KC45,,2115-05-31,2115-05-31,4.31e-08
2014KC45,,2014KC45,,2103-05-28,2103-06-01,2.3710000000000003e-07
2014KC45,,2014KC45,,2118-09-06,2118-09-06,1.7e-11
2014KC45,,2014KC45,,2119-06-01,2119-06-01,1.4697999999999998e-07
2014KC45,,2014KC45,,2122-06-01,2122-06-01,1.69e-08
2014KC45,,2014KC45,,2111-05-31,2111-06-02,4.8299999999999996e-08
2014KC45,,2014KC45,,2102-06-01,2102-06-01,1.36e-09
2014KC45,,2014KC45,,2112-05-28,2112-05-28,5.37e-08
2014KC45,,2014KC45,,2099-05-31,2099-05-31,5.14e-11
2014KC45,,2014KC45,,2101-05-28,2101-05-28,1.59e-07
2014KC45,,2014KC45,,2077-05-25,2077-05-26,2.5049999999999997e-06
2014KC45,,2014KC45,,2079-05-27,2079-05-27,7.48e-08
2014KC45,,2014KC45,,2080-05-30,2080-05-30,1.85e-10
2014KC45,,2014KC45,,2081-05-26,2081-05-26,4.25e-11
2014KC45,,2014KC45,,2084-05-30,2084-05-30,1.8789e-06
2014KC45,,2014KC45,,2086-05-31,2086-05-31,1.11e-07
2014KC45,,2014KC45,,2066-05-26,2066-05-26,5.31e-06
2014KC45,,2014KC45,,2088-09-04,2088-09-05,1.306e-08
2014KC45,,2014KC45,,2089-05-29,2089-05-29,1.22e-07
2014KC45,,2014KC45,,2090-05-27,2090-05-27,4.49e-06
2014KC45,,2014KC45,,2092-05-26,2092-05-26,2.27e-09
2014KC45,,2014KC45,,2095-09-05,2095-09-05,2.75e-08
2014KC45,,2014KC45,,2096-09-04,2096-09-04,1.05e-07
2014KC45,,2014KC45,,2088-05-25,2088-05-25,2.7299999999999997e-07
2014KC45,,2014KC45,,2098-09-04,2098-09-04,1.01e-09
2014KS76,,2014KS76,,2089-05-17,2089-05-18,1.4410000000000003e-07
2014KW76,,2014KW76,,2116-05-28,2116-05-28,6.83e-10
2014KW76,,2014KW76,,2117-05-29,2117-05-29,5.21e-09
2014KW76,,2014KW76,,2111-05-29,2111-05-29,1.38e-11
2014KW76,,2014KW76,,2107-05-29,2107-05-29,1.14e-09
2014KW76,,2014KW76,,2104-05-28,2104-05-28,3.62e-08
2014KW76,,2014KW76,,2115-05-29,2115-05-29,2.76e-07
2014LJ,,2014LJ,,2109-05-26,2109-05-26,5.29e-09
2014LJ,,2014LJ,,2103-05-22,2103-05-22,5.15e-09
2014LJ,,2014LJ,,2104-05-25,2104-05-25,5.05e-09
2014LJ,,2014LJ,,2105-05-16,2105-05-16,1.89e-06
2014LJ,,2014LJ,,2106-05-17,2106-05-19,1.643e-07
2014LJ,,2014LJ,,2106-05-26,2106-05-26,6.85e-08
2014LJ,,2014LJ,,2107-05-23,2107-05-23,3.35e-08
2014LJ,,2014LJ,,2108-05-19,2108-05-19,1.27e-07
2014LJ,,2014LJ,,2109-05-19,2109-05-19,3.89e-07
2014LJ,,2014LJ,,2111-05-25,2111-05-25,4.07e-08
2014LJ,,2014LJ,,2118-05-15,2118-05-15,9.46e-08
2014LJ,,2014LJ,,2113-05-31,2113-05-31,5.88e-07
2014LJ,,2014LJ,,2114-05-24,2114-05-27,7.14e-08
2014LJ,,2014LJ,,2115-05-14,2115-05-18,7.336700000000001e-07
2014LJ,,2014LJ,,2116-05-26,2116-05-26,1.66e-08
2014LJ,,2014LJ,,2117-05-20,2117-05-22,7.598e-08
2014LJ,,2014LJ,,2101-05-26,2101-05-26,1.5655e-08
2014LJ,,2014LJ,,2118-05-24,2118-05-24,6.9e-09
2014LJ,,2014LJ,,2121-05-23,2121-05-24,7.37e-07
2014LJ,,2014LJ,,2122-05-20,2122-05-24,7.38e-08
2014LJ,,2014LJ,,2112-05-24,2112-05-24,9.09e-09
2014LJ,,2014LJ,,2100-05-19,2100-05-19,1.79e-09
2014LJ,,2014LJ,,2069-05-17,2069-05-18,2.801e-06
2014LJ,,2014LJ,,2098-05-21,2098-05-21,9.67e-07
2014LJ,,2014LJ,,2099-05-25,2099-05-25,2.01e-08
2014LJ,,2014LJ,,2059-05-25,2059-05-25,2.01e-08
2014LJ,,2014LJ,,2062-05-23,2062-05-23,9.14e-10
2014LJ,,2014LJ,,2064-05-26,2064-05-26,3.88e-09
2014LJ,,2014LJ,,2070-05-18,2070-05-18,2.34e-07
2014LJ,,2014LJ,,2079-05-18,2079-05-19,4.355e-07
2014LJ,,2014LJ,,2080-05-23,2080-05-23,6.48e-07
2014LJ,,2014LJ,,2082-05-26,2082-05-26,6.25e-08
2014LJ,,2014LJ,,2083-05-19,2083-05-19,2.3930000000000002e-06
2014LJ,,2014LJ,,2085-05-24,2085-05-24,1.737e-07
2014LJ,,2014LJ,,2055-05-29,2055-05-29,2.83e-08
2014LJ,,2014LJ,,2087-05-25,2087-05-27,9.035209999999999e-08
2014LJ,,2014LJ,,2097-05-16,2097-05-20,1.1966000000000001e-06
2014LJ,,2014LJ,,2096-05-23,2096-05-27,5.57938e-08
2014LJ,,2014LJ,,2095-05-24,2095-05-24,1.503e-06
2014LJ,,2014LJ,,2094-05-25,2094-05-25,2.44e-08
2014LJ,,2014LJ,,2086-05-29,2086-05-29,6.48e-07
2014LJ,,2014LJ,,2090-05-22,2090-05-22,6.35e-07
2014LJ,,2014LJ,,2089-05-18,2089-05-18,5.9e-08
2014LJ,,2014LJ,,2088-05-26,2088-05-26,8.68e-09
2014LJ,,2014LJ,,2088-05-17,2088-05-17,1.2e-07
2014LJ,,2014LJ,,2091-05-20,2091-05-26,3.4219e-09
2014MB6,,2014MB6,,2075-07-08,2075-07-08,7.33e-07
2014MB6,,2014MB6,,2052-07-07,2052-07-07,1.96e-09
2014ML67,,2014ML67,,2027-07-03,2027-07-03,5.03e-07
2014OM207,,2014OM207,,2101-07-25,2101-07-25,0.00064847
2014OP2,,2014OP2,,2071-07-25,2071-07-25,4.79e-07
2014OP2,,2014OP2,,2075-07-24,2075-07-24,4.7e-08
2014OP2,,2014OP2,,2079-07-25,2079-07-25,3.13e-07
2014OP2,,2014OP2,,2119-07-26,2119-07-26,3.02e-08
2014OQ392,,2014OQ392,,2104-10-12,2104-10-12,5.4e-11
2014OX3,,2014OX3,,2116-07-24,2116-07-24,1.5e-05
2014OX3,,2014OX3,,2120-07-24,2120-07-24,1.7619e-08
2014QC391,,2014QC391,,2085-09-06,2085-09-06,2.84e-08
2014QC391,,2014QC391,,2120-09-07,2120-09-07,4.34e-08
2014QC391,,2014QC391,,2119-09-08,2119-09-08,6.34e-08
2014QC391,,2014QC391,,2116-09-07,2116-09-07,2.75e-07
2014QC391,,2014QC391,,2115-09-08,2115-09-08,6.94e-09
2014QC391,,2014QC391,,2113-09-07,2113-09-07,1.22e-07
2014QC391,,2014QC391,,2112-09-07,2112-09-07,6.55e-09
2014QC391,,2014QC391,,2117-09-07,2117-09-07,2.44e-08
2014QC391,,2014QC391,,2109-09-07,2109-09-07,3.61e-08
2014QC391,,2014QC391,,2110-09-07,2110-09-07,9.22e-08
2014QC391,,2014QC391,,2092-09-06,2092-09-06,2.23e-06
2014QC391,,2014QC391,,2094-09-06,2094-09-06,5.19e-07
2014QC391,,2014QC391,,2096-09-06,2096-09-06,9.0445e-06
2014QC391,,2014QC391,,2100-09-07,2100-09-07,8.126699999999999e-05
2014QC391,,2014QC391,,2104-09-07,2104-09-07,8.02e-07
2014QC391,,2014QC391,,2098-09-06,2098-09-06,1.41e-05
2014QJ365,,2014QJ365,,2095-08-26,2095-08-26,2.86e-08
2014QJ365,,2014QJ365,,2117-08-27,2117-08-27,1.72e-07
2014QN266,,2014QN266,,2101-08-23,2101-08-23,1.24e-07
2014QN266,,2014QN266,,2105-07-15,2105-07-15,9.19e-09
2014QN266,,2014QN266,,2109-07-27,2109-07-27,1.73e-08
2014QN266,,2014QN266,,2111-08-19,2111-08-19,1.92e-08
2014QN266,,2014QN266,,2117-07-24,2117-07-24,7.56e-08
2014QN266,,2014QN266,,2119-08-14,2119-08-14,1.46e-10
2014QN266,,2014QN266,,2078-08-23,2078-08-23,1.75e-07
2014SH224,,2014SH224,,2117-10-01,2117-10-01,1.25e-08
2014SR223,,2014SR223,,2063-09-27,2063-09-27,1.16e-06
2014SR261,,2014SR261,,2076-09-18,2076-09-18,4.4e-07
2014SR261,,2014SR261,,2058-09-19,2058-09-19,1.38e-06
2014SR261,,2014SR261,,2121-09-20,2121-09-20,1.75e-11
2014SR261,,2014SR261,,2114-09-20,2114-09-20,9.62e-08
2014SR261,,2014SR261,,2109-09-20,2109-09-20,4.53e-08
2014SR261,,2014SR261,,2111-09-20,2111-09-20,4.97e-07
2014SR261,,2014SR261,,2107-09-19,2107-09-20,5.131e-07
2014SR261,,2014SR261,,2104-09-19,2104-09-19,2.77e-08
2014SR261,,2014SR261,,2101-09-20,2101-09-20,5.57e-08
2014SR261,,2014SR261,,2094-09-19,2094-09-19,6.92e-08
2014SR261,,2014SR261,,2078-09-18,2078-09-18,1.76e-07
2014SR261,,2014SR261,,2108-09-19,2108-09-19,1.28e-10
2014TL,,2014TL,,2113-10-01,2113-10-01,2.235e-07
2014TL,,2014TL,,2118-10-01,2118-10-01,9.32e-09
2014TL,,2014TL,,2114-03-29,2114-03-29,1.87e-07
2014TL,,2014TL,,2111-10-01,2111-10-01,4.79e-06
2014TL,,2014TL,,2105-10-01,2105-10-01,1.55e-09
2014TL,,2014TL,,2108-03-27,2108-03-28,2.681e-08
2014TL,,2014TL,,2083-09-30,2083-09-30,5.95e-08
2014TL,,2014TL,,2078-09-30,2078-09-30,1.37e-07
2014TL,,2014TL,,2072-09-30,2072-09-30,9.88e-07
2014TL,,2014TL,,2110-10-01,2110-10-01,2.08e-08
2014UA176,,2014UA176,,2078-11-08,2078-11-08,5.81e-08
2014UD57,,2014UD57,,2120-10-21,2120-10-21,1.39e-07
2014UD57,,2014UD57,,2119-10-23,2119-10-23,2.31e-08
2014UD57,,2014UD57,,2118-10-23,2118-10-24,4.896999999999999e-07
2014UD57,,2014UD57,,2117-10-23,2117-10-23,7.76e-07
2014UD57,,2014UD57,,2115-10-22,2115-10-24,8.713999999999999e-07
2014UD57,,2014UD57,,2111-10-23,2111-10-23,5.97e-09
2014UD57,,2014UD57,,2108-10-23,2108-10-23,4.6981e-06
2014UD57,,2014UD57,,2106-10-23,2106-10-23,1.68e-07
2014UD57,,2014UD57,,2103-10-24,2103-10-24,2.137e-08
2014UD57,,2014UD57,,2086-10-21,2086-10-21,1.61e-05
2014UD57,,2014UD57,,2076-10-22,2076-10-22,3.5e-08
2014UD57,,2014UD57,,2112-10-23,2112-10-23,1.69e-07
2014UU56,,2014UU56,,2077-05-10,2077-05-10,3.23e-09
2014UU56,,2014UU56,,2082-05-05,2082-05-05,4.74e-09
2014UU56,,2014UU56,,2099-05-04,2099-05-04,8.51e-09
2014UU56,,2014UU56,,2109-05-11,2109-05-11,1.83e-10
2014UU56,,2014UU56,,2120-10-20,2120-10-20,1.36e-08
2014UY57,,2014UY57,,2104-10-18,2104-10-18,6.05e-10
2014UY57,,2014UY57,,2100-10-18,2100-10-18,4.07e-09
2014UY57,,2014UY57,,2090-10-15,2090-10-15,2.56e-07
2014UY57,,2014UY57,,2079-10-17,2079-10-17,7.96e-08
2014UY57,,2014UY57,,2096-10-18,2096-10-18,7.73e-08
2014WA,,2014WA,,2049-11-16,2049-11-16,4.05e-06
2014WA201,,2014WA201,,2075-11-16,2075-11-16,0.000185
2014WA201,,2014WA201,,2079-11-16,2079-11-16,1.44e-06
2014WA201,,2014WA201,,2080-11-15,2080-11-15,2.06e-07
2014WA201,,2014WA201,,2082-11-15,2082-11-15,2.58e-07
2014WA366,,2014WA366,,2109-11-16,2109-11-16,7.33e-08
2014WA366,,2014WA366,,2117-11-16,2117-11-16,1.24e-05
2014WC201,,2014WC201,,2119-12-05,2119-12-05,1.22e-06
2014WC201,,2014WC201,,2118-12-05,2118-12-05,5.3617e-07
2014WC201,,2014WC201,,2117-06-02,2117-06-02,5.79e-09
2014WC201,,2014WC201,,2116-12-05,2116-12-05,1.43e-08
2014WC201,,2014WC201,,2098-12-04,2098-12-04,2.57e-09
2014WC201,,2014WC201,,2102-12-05,2102-12-05,5.12e-09
2014WC201,,2014WC201,,2114-12-05,2114-12-05,7.02e-09
2014WE6,,2014WE6,,2105-11-06,2105-11-07,1.5957000000000003e-05
2014WE6,,2014WE6,,2121-04-06,2121-04-06,1.32e-07
2014WE6,,2014WE6,,2118-04-19,2118-04-19,7.45e-07
2014WE6,,2014WE6,,2117-03-11,2117-03-11,2.82e-08
2014WE6,,2014WE6,,2116-11-08,2116-11-08,6.31e-08
2014WE6,,2014WE6,,2104-11-07,2104-11-07,2.47e-05
2014WE6,,2014WE6,,2115-11-07,2115-11-07,1.39e-08
2014WE6,,2014WE6,,2106-11-06,2106-11-06,4.66e-07
2014WE6,,2014WE6,,2116-04-11,2116-04-11,1.81e-07
2014WE6,,2014WE6,,2107-11-14,2107-11-14,8.02e-11
2014WE6,,2014WE6,,2109-11-07,2109-11-07,2.06e-08
2014WU200,,2014WU200,,2105-11-29,2105-11-29,1.72e-10
2014WU200,,2014WU200,,2106-11-26,2106-11-28,2.2584e-08
2014WU200,,2014WU200,,2108-11-26,2108-11-26,1.79e-09
2014WU200,,2014WU200,,2111-12-03,2111-12-03,1.17e-08
2014WZ365,,2014WZ365,,2114-12-12,2114-12-12,1.28e-11
2014XE32,,2014XE32,,2068-12-11,2068-12-11,1.2e-08
2014YN,,2014YN,,2116-11-09,2116-11-09,1.73e-07
2014YN,,2014YN,,2115-11-06,2115-11-06,8.297e-06
2014YN,,2014YN,,2114-11-04,2114-11-07,4.107e-06
2014YN,,2014YN,,2110-11-10,2110-11-10,3.43e-05
2014YN,,2014YN,,2119-11-05,2119-11-10,7.631e-06
2014YN,,2014YN,,2105-11-06,2105-11-10,1.865128e-05
2014YN,,2014YN,,2103-11-07,2103-11-07,2.62e-06
2014YN,,2014YN,,2100-11-06,2100-11-10,8.6910352e-06
2014YN,,2014YN,,2093-11-05,2093-11-05,1.1e-07
2014YN,,2014YN,,2095-11-06,2095-11-06,4.08e-06
2014YN,,2014YN,,2108-11-06,2108-11-06,6.98e-06
2015BE511,,2015BE511,,2082-01-20,2082-01-20,9.38e-07
2015BE511,,2015BE511,,2110-01-20,2110-01-20,8.73e-09
2015BE511,,2015BE511,,2074-01-24,2074-01-24,1.65e-09
2015BE511,,2015BE511,,2066-01-24,2066-01-24,3.4e-09
2015BE511,,2015BE511,,2057-01-24,2057-01-24,8.08e-06
2015BE511,,2015BE511,,2078-01-27,2078-01-27,6.89e-05
2015BP513,,2015BP513,,2108-11-25,2108-11-25,1.73e-08
2015BW516,,2015BW516,,2052-01-30,2052-01-30,2.034e-05
2015BW516,,2015BW516,,2061-01-29,2061-01-29,3.37e-05
2015BW516,,2015BW516,,2073-01-29,2073-01-29,5.19e-11
2015BY3,,2015BY3,,2080-07-10,2080-07-10,2.9e-07
2015BY3,,2015BY3,,2087-01-08,2087-01-08,4.28e-09
2015BY3,,2015BY3,,2085-07-10,2085-07-10,2.84e-07
2015BY3,,2015BY3,,2063-07-11,2063-07-11,6.23e-09
2015BY3,,2015BY3,,2038-07-10,2038-07-11,1.0240000000000001e-08
2015BY3,,2015BY3,,2056-12-26,2056-12-26,3.01e-10
2015BY3,,2015BY3,,2058-07-10,2058-07-10,1.26e-07
2015BY3,,2015BY3,,2033-07-11,2033-07-11,1.38e-07
2015BY3,,2015BY3,,2043-07-11,2043-07-11,1.37e-08
2015BY3,,2015BY3,,2055-07-11,2055-07-11,3.21e-08
2015CL13,,2015CL13,,2090-02-15,2090-02-15,9.79e-07
2015CL13,,2015CL13,,2106-02-16,2106-02-16,1.02e-09
2015DQ224,,2015DQ224,,2057-02-17,2057-02-17,1.6e-08
2015DQ224,,2015DQ224,,2056-02-18,2056-02-18,2.56e-10
2015DQ224,,2015DQ224,,2054-02-17,2054-02-17,3.017716e-07
2015DQ224,,2015DQ224,,2053-02-17,2053-02-17,1.96e-08
2015DQ224,,2015DQ224,,2052-02-18,2052-02-18,4.55198e-06
2015DQ224,,2015DQ224,,2051-02-18,2051-02-18,2.13e-07
2015DQ224,,2015DQ224,,2048-02-18,2048-02-18,5.76e-07
2015DQ224,,2015DQ224,,2047-02-17,2047-02-18,4.065e-07
2015DQ224,,2015DQ224,,2046-02-17,2046-02-17,2.08e-06
2015DQ224,,2015DQ224,,2045-02-17,2045-02-17,3.5368459999999997e-06
2015DQ224,,2015DQ224,,2044-02-18,2044-02-18,5.35e-09
2015DQ224,,2015DQ224,,2042-02-17,2042-02-17,1.329e-09
2015DQ224,,2015DQ224,,2050-02-17,2050-02-17,1.1119999999999999e-05
2015DQ224,,2015DQ224,,2049-02-17,2049-02-17,1.670181e-05
2015EG7,,2015EG7,,2118-03-23,2118-03-23,9.02e-08
2015EG7,,2015EG7,,2121-03-24,2121-03-24,1.38e-09
2015EG7,,2015EG7,,2120-03-23,2120-03-23,1.89e-11
2015EG7,,2015EG7,,2110-03-24,2110-03-24,1.21e-08
2015EG7,,2015EG7,,2109-03-23,2109-03-23,7.12e-10
2015EG7,,2015EG7,,2115-03-23,2115-03-23,1.737e-08
2015EG7,,2015EG7,,2090-03-22,2090-03-22,2.8e-11
2015EG7,,2015EG7,,2093-03-23,2093-03-23,5.390635e-07
2015EG7,,2015EG7,,2107-03-23,2107-03-23,1.17e-08
2015EO,,2015EO,,2050-09-12,2050-09-12,1.27e-09
2015EO,,2015EO,,2062-09-12,2062-09-12,4.1406e-06
2015EO,,2015EO,,2067-09-12,2067-09-12,1.04e-11
2015EO,,2015EO,,2074-09-12,2074-09-12,3.65e-06
2015EO,,2015EO,,2075-09-12,2075-09-12,1.48e-08
2015EO,,2015EO,,2077-09-11,2077-09-12,5.13925e-08
2015ET,,2015ET,,2122-03-12,2122-03-12,3.8e-08
2015ET,,2015ET,,2119-03-12,2119-03-12,4.99e-08
2015ET,,2015ET,,2116-03-11,2116-03-11,4.29e-08
2015ET,,2015ET,,2114-03-08,2114-03-08,4.26e-07
2015ET,,2015ET,,2102-03-09,2102-03-09,2.369e-07
2015ET,,2015ET,,2098-03-10,2098-03-10,6.35e-09
2015ET,,2015ET,,2080-03-10,2080-03-10,1.05e-08
2015ET,,2015ET,,2079-03-08,2079-03-08,2.572e-06
2015ET,,2015ET,,2076-03-08,2076-03-08,2.69e-06
2015ET,,2015ET,,2108-03-09,2108-03-09,3.029e-06
2015FA345,,2015FA345,,2046-03-16,2046-03-16,3.58e-08
2015FA345,,2015FA345,,2056-03-16,2056-03-16,1.24e-09
2015FA345,,2015FA345,,2076-03-12,2076-03-12,3.95e-09
2015FA345,,2015FA345,,2076-03-19,2076-03-19,4.17e-09
2015FA345,,2015FA345,,2089-03-17,2089-03-17,4.47e-10
2015FA345,,2015FA345,,2092-03-14,2092-03-14,1.78e-08
2015FC345,,2015FC345,,2104-07-22,2104-07-22,1.05e-07
2015FC345,,2015FC345,,2117-07-20,2117-07-20,1.04e-07
2015FC345,,2015FC345,,2085-07-19,2085-07-19,5.44e-08
2015FC345,,2015FC345,,2098-07-19,2098-07-19,1.98e-08
2015FC345,,2015FC345,,2111-07-16,2111-07-16,4.51e-07
2015FC345,,2015FC345,,2080-04-02,2080-04-02,2.99e-09
2015FF36,,2015FF36,,2073-05-21,2073-05-21,9.43e-07
2015FF36,,2015FF36,,2087-05-24,2087-05-24,1.98e-08
2015FF36,,2015FF36,,2112-05-28,2112-05-28,2.69e-07
2015FF36,,2015FF36,,2049-03-28,2049-03-28,2.1e-08
2015FH37,,2015FH37,,2113-03-29,2113-03-29,3.79e-10
2015FH37,,2015FH37,,2115-03-30,2115-03-30,6.82e-10
2015FN36,,2015FN36,,2117-03-16,2117-03-16,1.32e-10
2015FU344,,2015FU344,,2112-03-17,2112-03-17,8.94e-09
2015FU344,,2015FU344,,2111-03-18,2111-03-18,6.54e-09
2015FU344,,2015FU344,,2102-03-17,2102-03-17,1.55e-07
2015FU344,,2015FU344,,2099-03-16,2099-03-16,2.06e-08
2015FU344,,2015FU344,,2097-03-16,2097-03-16,7.65e-11
2015FU344,,2015FU344,,2086-03-16,2086-03-16,2.29e-07
2015FU344,,2015FU344,,2084-03-15,2084-03-15,3.85e-08
2015FU344,,2015FU344,,2079-03-16,2079-03-16,6.7e-11
2015FU344,,2015FU344,,2073-03-16,2073-03-16,2.077e-06
2015FU344,,2015FU344,,2066-03-16,2066-03-16,3.4e-06
2015FU344,,2015FU344,,2094-03-16,2094-03-16,9.84e-09
2015FU344,,2015FU344,,2088-03-15,2088-03-15,1.749e-08
2015HD1,,2015HD1,,2060-04-19,2060-04-19,1.67e-08
2015HE1,,2015HE1,,2098-04-21,2098-04-21,1.27e-07
2015HE1,,2015HE1,,2110-04-22,2110-04-22,9.08e-08
2015HE1,,2015HE1,,2113-04-22,2113-04-22,1.12e-08
2015HE1,,2015HE1,,2117-04-22,2117-04-22,5.26e-08
2015HE1,,2015HE1,,2120-04-21,2120-04-21,8.347300000000002e-09
2015HO182,,2015HO182,,2121-01-15,2121-01-15,9.15e-10
2015HO182,,2015HO182,,2113-02-02,2113-02-02,1.26e-07
2015HO182,,2015HO182,,2046-04-10,2046-04-10,4.92e-08
2015HO182,,2015HO182,,2067-01-29,2067-01-29,9.12e-09
2015HO182,,2015HO182,,2063-01-30,2063-01-30,1.96e-10
2015HR182,,2015HR182,,2058-10-19,2058-10-19,1.38e-10
2015HR182,,2015HR182,,2062-10-19,2062-10-19,1.69e-10
2015HR182,,2015HR182,,2071-10-19,2071-10-19,2.26e-10
2015HR182,,2015HR182,,2073-10-17,2073-10-17,7.716e-10
2015HR182,,2015HR182,,2081-10-16,2081-10-16,7.56e-10
2015HR182,,2015HR182,,2093-10-16,2093-10-16,1.4500000000000002e-09
2015HR182,,2015HR182,,2095-10-18,2095-10-18,3.55e-11
2015HR182,,2015HR182,,2107-10-19,2107-10-19,1.09e-10
2015HR182,,2015HR182,,2053-10-18,2053-10-18,1.24e-11
2015HR182,,2015HR182,,2056-10-19,2056-10-19,1.74e-10
2015HZ182,,2015HZ182,,2089-04-12,2089-04-12,6.5e-11
2015HZ182,,2015HZ182,,2112-04-12,2112-04-12,9.05e-11
2015JC1,,2015JC1,,2068-05-11,2068-05-11,9.23e-08
2015JC1,,2015JC1,,2094-05-12,2094-05-12,7.52e-08
2015JC1,,2015JC1,,2102-05-13,2102-05-13,4.69e-08
2015JJ,,2015JJ,,2118-11-06,2118-11-06,5.23e-08
2015JJ,,2015JJ,,2111-11-07,2111-11-07,1.78e-08
2015KE319,,2015KE319,,2059-05-23,2059-05-23,3.34e-07
2015KE319,,2015KE319,,2092-05-28,2092-05-28,1.37e-07
2015KE319,,2015KE319,,2046-05-29,2046-05-29,1.84e-06
2015KG158,,2015KG158,,2098-05-13,2098-05-13,2.01e-06
2015KG158,,2015KG158,,2089-05-13,2089-05-13,2.87e-08
2015KG158,,2015KG158,,2090-05-14,2090-05-14,2.494e-07
2015KG158,,2015KG158,,2092-05-14,2092-05-14,2.92e-08
2015KG158,,2015KG158,,2093-05-13,2093-05-13,2.38e-08
2015KG158,,2015KG158,,2094-05-14,2094-05-14,4.85e-07
2015KG158,,2015KG158,,2095-05-13,2095-05-13,3.79e-08
2015KG158,,2015KG158,,2097-05-13,2097-05-13,4.49e-08
2015KG158,,2015KG158,,2103-05-15,2103-05-15,1.15e-08
2015KG158,,2015KG158,,2120-05-13,2120-05-14,4.307e-06
2015KG158,,2015KG158,,2107-05-15,2107-05-15,6e-07
2015KG158,,2015KG158,,2109-05-14,2109-05-14,1.18e-07
2015KG158,,2015KG158,,2110-05-15,2110-05-15,1.11e-08
2015KG158,,2015KG158,,2111-05-14,2111-05-15,3.18e-08
2015KG158,,2015KG158,,2115-05-15,2115-05-15,3.49e-08
2015KG158,,2015KG158,,2115-11-16,2115-11-16,5.58e-09
