n_imp,fullname,des,v_inf,ps_max,ip,range,ts_max,diameter,h,last_obs_jd,ps_cum,id,last_obs
1,(2023 FT3),2023 FT3,8.62,-8.51,2.011e-08,2104-2104,0,0.021,26.06,2460057.5,-8.51,bK23F03T,2023-04-23
3,(2023 HD6),2023 HD6,9.04160128033826,-5.46,6.41393e-05,2077-2086,0,0.011,27.38,2460064.5,-5.44,bK23H06D,2023-04-30
16,(2023 FU6),2023 FU6,9.81666415396196,-6.30,1.6049107e-05,2078-2119,0,0.014,26.97,2460033.5,-5.99,bK23F06U,2023-03-30
13,(2023 FX13),2023 FX13,12.6728426406862,-5.18,1.79295914e-05,2070-2088,0,0.026,25.60,2460036.5,-5.03,bK23F13X,2023-04-02
1,(2023 FZ3),2023 FZ3,19.87,-5.77,9.662e-08,2034-2034,0,0.044,24.44,2460038.5,-5.77,bK23F03Z,2023-04-04
7,(2023 GE),2023 GE,10.819614429538,-7.44,2.276497e-06,2122-2122,0,0.011,27.51,2460038.5,-7.17,bK23G00E,2023-04-04
4,(2023 HW3),2023 HW3,14.9642691645048,-8.34,5.0497e-07,2089-2119,0,0.0057,28.88,2460056.5,-8.19,bK23H03W,2023-04-22
61,(2010 GM23),2010 GM23,13.4376463626513,-4.69,8.13802968e-05,2087-2122,0,0.039,24.67,2455299.5,-4.10,bK10G23M,2010-04-13
9,(2022 WS27),2022 WS27,10.0191541578114,-7.53,3.287138e-05,2041-2113,0,0.003,30.30,2459906.5,-7.28,bK22W27S,2022-11-23
7,(2023 ET2),2023 ET2,13.2818040351509,-8.50,1.033716e-07,2028-2087,0,0.0027,30.51,2460018.5,-8.49,bK23E02T,2023-03-15
10,(2015 EG7),2015 EG7,12.8048296411834,-6.54,6.236836e-06,2090-2118,0,0.011,27.35,2457101.5,-6.46,bK15E07G,2015-03-20
19,(2019 QU3),2019 QU3,6.46243167021869,-7.19,1.696215e-05,2060-2122,0,0.0061,28.71,2458734.5,-6.87,bK19Q03U,2019-09-08
1,(2023 OD1),2023 OD1,8.12,-7.15,1.539e-07,2124-2124,0,0.037,24.83,2460150.5,-7.15,bK23O01D,2023-07-25
33,(2023 GM1),2023 GM1,6.33499577070308,-6.57,3.722841e-05,2085-2124,0,0.012,27.32,2460622.5,-5.91,bK23G01M,2024-11-08
3,(2025 HT6),2025 HT6,7.80683248693331,-6.26,2.6977e-07,2116-2124,0,0.07,23.42,2460830.5,-6.20,bK25H06T,2025-06-04
1,(2023 AN6),2023 AN6,13.40,-8.87,8.213e-07,2093-2093,0,0.0025,30.63,2459959.5,-8.87,bK23A06N,2023-01-15
1,(2023 HM4),2023 HM4,1.17,-5.92,7.825e-05,2118-2118,0,0.0099,27.68,2460134.5,-5.92,bK23H04M,2023-07-09
2,(2023 HK3),2023 HK3,6.04,-8.54,2.5885e-07,2110-2122,0,0.0088,27.92,2460059.5,-8.44,bK23H03K,2023-04-25
5,(2023 HT4),2023 HT4,9.28705433746425,-6.29,4.6156e-07,2110-2119,0,0.076,23.26,2460110.5,-5.83,bK23H04T,2023-06-15
2,(2023 JK),2023 JK,9.86576212568536,-6.16,1.1855e-06,2096-2096,0,0.037,24.82,2460092.5,-6.06,bK23J00K,2023-05-28
4,(2023 HT6),2023 HT6,8.29414048984207,-6.54,2.711527e-06,2108-2116,0,0.02,26.13,2460068.5,-6.48,bK23H06T,2023-05-04
33,(2023 HM),2023 HM,19.3384240523102,-7.65,5.931688e-07,2049-2122,0,0.00943,27.77,2460052.5,-7.28,bK23H00M,2023-04-18
2,(2023 HS),2023 HS,9.38967065903317,-8.19,2.56239e-07,2111-2119,0,0.01,27.64,2460078.5,-8.17,bK23H00S,2023-05-14
1,(2023 OY),2023 OY,11.04,-8.21,1.296e-07,2100-2100,0,0.012,27.33,2460146.5,-8.21,bK23O00Y,2023-07-21
5,(2023 HY),2023 HY,15.1396156275275,-7.90,1.060846e-06,2098-2122,0,0.0073,28.33,2460055.5,-7.64,bK23H00Y,2023-04-21
106,(2023 EB),2023 EB,7.39676405582414,-5.23,9.15682700000001e-05,2053-2123,0,0.02,26.16,2460049.5,-4.73,bK23E00B,2023-04-15
12,(2023 HV5),2023 HV5,8.92188626310134,-5.13,0.000160285837,2086-2096,0,0.013,27.15,2460066.5,-5.03,bK23H05V,2023-05-02
58,(2023 JF),2023 JF,6.85484009887742,-5.25,0.000220581816,2057-2119,0,0.01,27.55,2460074.5,-5.07,bK23J00F,2023-05-10
2,(2023 JV),2023 JV,14.35,-6.06,1.0873e-06,2109-2121,0,0.041,24.59,2460108.5,-5.93,bK23J00V,2023-06-13
1,(2023 RM16),2023 RM16,8.49,-9.57,1.537e-08,2056-2056,0,0.0057,28.87,2460206.5,-9.57,bK23R16M,2023-09-19
3,(2023 ES),2023 ES,7.95171854499819,-7.26,5.2591e-07,2083-2120,0,0.018,26.36,2460049.5,-7.16,bK23E00S,2023-04-15
58,(2023 JA3),2023 JA3,7.63906996146911,-6.85,7.62950874e-05,2048-2123,0,0.0039,29.69,2460078.5,-6.60,bK23J03A,2023-05-14
2,(2023 KU2),2023 KU2,14.2998036439158,-6.66,2.1186e-06,2064-2117,0,0.012,27.24,2460092.5,-6.62,bK23K02U,2023-05-28
3,(2023 JK4),2023 JK4,15.7596654180146,-6.81,1.1746e-07,2057-2061,0,0.033,25.04,2460084.5,-6.66,bK23J04K,2023-05-20
1,(2023 ST2),2023 ST2,21.02,-7.19,1.296e-07,2078-2078,0,0.02,26.13,2460211.5,-7.19,bK23S02T,2023-09-24
2,(2014 SH224),2014 SH224,10.8395875503319,-7.41,2.7567e-07,2119-2119,0,0.02,26.09,2456928.5,-7.39,bK14SM4H,2014-09-28
8,(2023 MD4),2023 MD4,8.54692164996812,-6.69,5.7167456e-06,2096-2122,0,0.015,26.76,2460133.5,-6.47,bK23M04D,2023-07-08
2,(2023 JE5),2023 JE5,9.21994681614813,-5.52,3.48226e-06,2071-2115,0,0.034,25.02,2460096.5,-5.52,bK23J05E,2023-06-01
3,(2020 HL1),2020 HL1,9.43989529849995,-4.99,1.39062e-05,2055-2066,0,0.03,25.26,2458967.5,-4.87,bK20H01L,2020-04-28
11,(2023 KT2),2023 KT2,3.3484425370268,-6.83,8.925156e-06,2063-2120,0,0.0081,28.10,2460108.5,-6.74,bK23K02T,2023-06-13
39,(2023 MQ),2023 MQ,8.97763992226326,-7.62,4.520385e-06,2078-2122,0,0.011,27.48,2460118.5,-6.81,bK23M00Q,2023-06-23
3,(2023 KZ2),2023 KZ2,10.9102233125804,-5.88,1.04761496e-05,2115-2123,0,0.019,26.20,2460118.5,-5.88,bK23K02Z,2023-06-23
1,(2023 NQ1),2023 NQ1,23.30,-5.99,1.164e-07,2120-2120,0,0.081,23.11,2460144.5,-5.99,bK23N01Q,2023-07-19
1,(2023 LM1),2023 LM1,8.98,-7.80,1.589e-06,2114-2114,0,0.0069,28.45,2460110.5,-7.80,bK23L01M,2023-06-15
2,(2023 LE2),2023 LE2,6.44,-10.36,3.77e-08,2067-2116,0,0.0033,30.07,2460112.5,-10.20,bK23L02E,2023-06-17
1,(2023 SN1),2023 SN1,16.19,-10.53,4.642e-09,2118-2118,0,0.0047,29.29,2460207.5,-10.53,bK23S01N,2023-09-20
8,(2023 KT),2023 KT,8.46049255531466,-7.87,1.39294e-06,2072-2116,0,0.0074,28.30,2460088.5,-7.64,bK23K00T,2023-05-24
5,(2023 NG1),2023 NG1,3.66612497745837,-6.03,1.49723e-05,2117-2124,0,0.018,26.33,2460201.5,-5.97,bK23N01G,2023-09-14
15,(2025 AC1),2025 AC1,6.33012491241208,-7.12,6.5895213e-06,2080-2124,0,0.014,26.93,2460697.5,-6.48,bK25A01C,2025-01-22
5,(2025 AO1),2025 AO1,8.16383064916331,-6.84,5.0307233e-06,2078-2116,0,0.00919,27.84,2460681.5,-6.81,bK25A01O,2025-01-06
61,(2013 BR27),2013 BR27,10.9513806303787,-6.37,2.89491515e-05,2067-2112,0,0.0096,27.73,2456324.5,-5.96,bK13B27R,2013-02-01
1,(2024 YT7),2024 YT7,11.67,-6.25,4.897e-08,2085-2085,0,0.1,22.61,2460697.5,-6.25,bK24Y07T,2025-01-22
22,(2022 AV13),2022 AV13,7.01653745003339,-9.62,4.870503e-06,2057-2118,0,0.0015,31.79,2459586.5,-8.84,bK22A13V,2022-01-07
2,(2024 MB1),2024 MB1,4.02659933393507,-9.10,3.2129e-08,2117-2124,0,0.012,27.23,2460493.5,-9.06,bK24M01B,2024-07-02
24,(2024 MD),2024 MD,5.56987275936722,-7.68,2.621804e-06,2068-2124,0,0.0089,27.91,2460477.5,-7.31,bK24M00D,2024-06-16
3,(2024 GY5),2024 GY5,15.6885055969422,-7.25,2.05112e-06,2097-2118,0,0.0088,27.93,2460418.5,-7.16,bK24G05Y,2024-04-18
3,(2023 RH2),2023 RH2,22.1943985306537,-5.67,7.281061e-07,2092-2121,0,0.0559,23.91,2460198.5,-5.58,bK23R02H,2023-09-11
4,(2024 GO),2024 GO,29.7632140033147,-5.92,2.344702e-06,2073-2084,0,0.017,26.54,2460405.5,-5.89,bK24G00O,2024-04-05
1,(2023 RP2),2023 RP2,9.09,-9.18,1.231e-08,2094-2094,0,0.012,27.18,2460198.5,-9.18,bK23R02P,2023-09-11
21,(2023 RY15),2023 RY15,10.0260535206876,-7.57,4.2068742e-06,2092-2112,0,0.0085,28.00,2460207.5,-7.05,bK23R15Y,2023-09-20
3,(2023 RX4),2023 RX4,10.8966787856753,-7.36,9.9018e-07,2077-2105,0,0.011,27.44,2460206.5,-7.27,bK23R04X,2023-09-19
49,(2017 UM52),2017 UM52,2.71791811223737,-6.99,0.0001588246715,2087-2122,0,0.0043,29.49,2458054.5,-6.36,bK17U52M,2017-10-28
1,(2023 QJ5),2023 QJ5,11.42,-8.83,2.726e-08,2113-2113,0,0.013,27.09,2460182.5,-8.83,bK23Q05J,2023-08-26
2,(2022 UA6),2022 UA6,11.8,-10.14,4.756e-09,2090-2096,0,0.0084,28.02,2459881.5,-9.91,bK22U06A,2022-10-29
2,(2023 SS4),2023 SS4,12.3,-6.23,1.7572e-05,2117-2120,0,0.013,27.06,2460213.5,-6.01,bK23S04S,2023-09-26
1,(2023 QR),2023 QR,20.68,-9.19,4.063e-08,2076-2076,0,0.0048,29.26,2460175.5,-9.19,bK23Q00R,2023-08-19
55,(2023 RK5),2023 RK5,10.0105207510242,-7.07,4.14119896e-05,2064-2123,0,0.0052,29.08,2460205.5,-6.64,bK23R05K,2023-09-18
1,(2023 RF1),2023 RF1,6.54,-7.84,9.770e-08,2118-2118,0,0.023,25.82,2460234.5,-7.84,bK23R01F,2023-10-17
3,(2023 SE2),2023 SE2,24.6865122550774,-4.93,8.3802e-06,2049-2052,0,0.024,25.73,2460212.5,-4.77,bK23S02E,2023-09-25
24,(2023 RO1),2023 RO1,12.7685186914663,-6.29,5.2212303e-06,2070-2123,0,0.021,26.04,2460198.5,-5.92,bK23R01O,2023-09-11
2,(2025 DB30),2025 DB30,8.93972029138631,-7.65,5.3949e-06,2120-2123,0,0.0051,29.13,2460736.5,-7.64,bK25D30B,2025-03-02
7,(2025 FK3),2025 FK3,20.360159410167,-6.26,0.000100613156,2114-2122,0,0.0051,29.09,2460757.5,-5.97,bK25F03K,2025-03-23
6,(2023 SN8),2023 SN8,8.02974861521288,-3.93,8.598253e-05,2026-2123,0,0.0086,27.98,2460211.5,-3.93,bK23S08N,2023-09-24
1,(2023 SR5),2023 SR5,9.40,-9.13,9.008e-08,2115-2115,0,0.0063,28.65,2460206.5,-9.13,bK23S05R,2023-09-19
32,(2023 SS5),2023 SS5,9.90807349988877,-7.12,1.19350167e-05,2070-2123,0,0.00751,28.27,2460207.5,-6.73,bK23S05S,2023-09-20
8,(2023 SM5),2023 SM5,11.4539472145939,-5.94,1.563614e-05,2105-2122,0,0.017,26.47,2460210.5,-5.80,bK23S05M,2023-09-23
32,(2023 SL5),2023 SL5,13.3124782715262,-6.34,4.7098798e-05,2058-2119,0,0.0061,28.72,2460211.5,-5.95,bK23S05L,2023-09-24
2,(2023 SU4),2023 SU4,10.5463973547391,-8.70,4.5969e-08,2079-2101,0,0.012,27.30,2460225.5,-8.65,bK23S04U,2023-10-08
4,(2023 VF4),2023 VF4,12.2313261346909,-6.29,2.8676333e-06,2118-2122,0,0.023,25.82,2460294.5,-6.22,bK23V04F,2023-12-16
3,(2023 SY5),2023 SY5,10.9899560871448,-5.29,0.00013111878,2089-2115,0,0.01,27.63,2460232.5,-5.29,bK23S05Y,2023-10-15
13,(2023 UX27),2023 UX27,8.64605399441934,-6.71,5.27536e-07,2032-2122,0,0.0221,25.94,2460235.5,-6.39,bK23U27X,2023-10-18
1,(2023 RV12),2023 RV12,7.24,-8.05,8.589e-08,2119-2119,0,0.02,26.18,2460212.5,-8.05,bK23R12V,2023-09-25
1,(2023 SP6),2023 SP6,16.97,-10.02,3.215e-09,2113-2113,0,0.0086,27.98,2460212.5,-10.02,bK23S06P,2023-09-25
64,(2023 TY),2023 TY,13.0636573055823,-7.30,2.29825261e-05,2048-2122,0,0.00504,29.13,2460227.5,-6.72,bK23T00Y,2023-10-10
5,(2023 VR),2023 VR,11.5904865970649,-6.11,3.3566006e-05,2115-2123,0,0.0096,27.73,2460256.5,-6.09,bK23V00R,2023-11-08
6,(2023 XQ16),2023 XQ16,1.90429226963,-8.00,1.736424e-05,2117-2123,0,0.0027,30.50,2460296.5,-7.95,bK23X16Q,2023-12-18
4,(2023 UL),2023 UL,8.35825137785413,-9.24,6.9855e-08,2095-2116,0,0.0082,28.09,2460243.5,-8.95,bK23U00L,2023-10-26
1,(2023 VK1),2023 VK1,8.67,-6.35,1.868e-06,2105-2105,0,0.025,25.64,2460262.5,-6.35,bK23V01K,2023-11-14
25,(2023 UZ3),2023 UZ3,14.2012770586704,-6.97,2.1162348e-06,2067-2121,0,0.018,26.38,2460249.5,-6.47,bK23U03Z,2023-11-01
8,(2023 TD32),2023 TD32,14.3671835434914,-6.59,5.219722e-07,2049-2067,0,0.026,25.60,2460238.5,-6.28,bK23T32D,2023-10-21
4,(2023 TL3),2023 TL3,16.2977163509459,-5.53,3.436211e-06,2066-2071,0,0.027,25.46,2460237.5,-5.47,bK23T03L,2023-10-20
1,(2023 TQ3),2023 TQ3,10.97,-6.91,3.682e-07,2101-2101,0,0.026,25.55,2460232.5,-6.91,bK23T03Q,2023-10-15
7,(2023 VZ),2023 VZ,19.6767067151786,-6.16,1.122472e-05,2097-2108,0,0.014,26.94,2460258.5,-5.84,bK23V00Z,2023-11-10
6,(2023 UP2),2023 UP2,8.91903704985338,-7.64,5.54847e-07,2077-2119,0,0.016,26.66,2460238.5,-7.30,bK23U02P,2023-10-21
8,(2023 TG8),2023 TG8,12.6483434606978,-8.14,8.7387e-07,2107-2119,0,0.0082,28.08,2460232.5,-7.78,bK23T08G,2023-10-15
1,(2022 QF265),2022 QF265,11.46,-9.97,3.259e-08,2085-2085,0,0.0034,29.97,2459815.5,-9.97,bK22QQ5F,2022-08-24
30,(2023 TM3),2023 TM3,11.2843946261218,-6.41,1.550612e-05,2082-2121,0,0.014,26.92,2460227.5,-5.92,bK23T03M,2023-10-10
40,(2023 VD1),2023 VD1,8.5546073125459,-6.29,6.338285e-06,2060-2123,0,0.033,25.05,2460262.5,-5.54,bK23V01D,2023-11-14
1,(2023 TV3),2023 TV3,13.93,-7.72,9.678e-08,2039-2039,0,0.0095,27.75,2460229.5,-7.72,bK23T03V,2023-10-12
3,(2023 VD3),2023 VD3,17.7800035448325,-3.90,0.00014914668,2034-2042,0,0.013,27.05,2460256.5,-3.90,bK23V03D,2023-11-08
3,(2023 TY10),2023 TY10,15.4079569564581,-9.15,4.03359e-08,2064-2117,0,0.0063,28.65,2460231.5,-9.04,bK23T10Y,2023-10-14
10,(2023 TB2),2023 TB2,6.85777735122977,-4.17,6.46013e-05,2102-2123,0,0.058,23.84,2460251.5,-4.06,bK23T02B,2023-11-03
54,(2023 VP3),2023 VP3,6.026184116576,-6.98,0.00011778342,2068-2123,0,0.0044,29.45,2460259.5,-6.35,bK23V03P,2023-11-11
108,(2023 TW2),2023 TW2,2.67336963145163,-5.18,0.000131681849,2063-2123,0,0.019,26.31,2460257.5,-4.78,bK23T02W,2023-11-09
4,(2023 VV1),2023 VV1,3.36469834313843,-8.99,6.6632e-07,2101-2123,0,0.0055,28.93,2460265.5,-8.53,bK23V01V,2023-11-17
11,(2023 TM15),2023 TM15,16.5808334405557,-6.49,5.7707175e-06,2076-2113,0,0.015,26.80,2460239.5,-6.13,bK23T15M,2023-10-22
77,(2023 TU15),2023 TU15,11.8877951293151,-7.02,7.82545585e-05,2050-2122,0,0.005,29.16,2460235.5,-6.25,bK23T15U,2023-10-18
1,(2023 UV),2023 UV,34.55,-6.11,7.782e-08,2098-2098,0,0.061,23.73,2460238.5,-6.11,bK23U00V,2023-10-21
1,(2023 VN5),2023 VN5,13.23,-8.86,5.058e-08,2117-2117,0,0.0093,27.80,2460260.5,-8.86,bK23V05N,2023-11-12
4,(2023 TA16),2023 TA16,19.9455432770896,-8.08,7.4023e-07,2103-2109,0,0.008,28.14,2460234.5,-7.60,bK23T16A,2023-10-17
1,(2023 UB),2023 UB,15.14,-10.41,1.159e-08,2097-2097,0,0.0033,30.03,2460234.5,-10.41,bK23U00B,2023-10-17
25,(2023 UG4),2023 UG4,3.93038428022124,-6.35,1.6289415e-05,2081-2120,0,0.017,26.44,2460257.5,-5.82,bK23U04G,2023-11-09
6,(2023 UE),2023 UE,5.06256091274614,-8.44,1.16396e-06,2112-2122,0,0.0057,28.86,2460243.5,-8.26,bK23U00E,2023-10-26
2,(2023 UR10),2023 UR10,9.69286598821887,-6.38,1.72649e-05,2030-2032,0,0.0034,29.98,2460239.5,-6.37,bK23U10R,2023-10-22
2,(2023 UM4),2023 UM4,9.25,-5.96,1.3026e-05,2115-2115,0,0.019,26.25,2460238.5,-5.83,bK23U04M,2023-10-21
12,(2023 UY),2023 UY,7.74131278025761,-7.47,1.8496599e-05,2081-2121,0,0.0035,29.92,2460239.5,-7.34,bK23U00Y,2023-10-22
4,(2025 GX),2025 GX,3.61713592044439,-7.99,2.5743e-07,2081-2112,0,0.015,26.82,2460792.5,-7.78,bK25G00X,2025-04-27
1,(2022 SS2),2022 SS2,7.30,-8.22,1.267e-07,2095-2095,0,0.013,27.15,2459877.5,-8.22,bK22S02S,2022-10-25
2,(2023 UK3),2023 UK3,8.45,-8.39,5.147e-07,2050-2052,0,0.005,29.16,2460239.5,-8.11,bK23U03K,2023-10-22
19,(2023 VO1),2023 VO1,16.1549463868894,-8.01,1.5205236e-06,2050-2121,0,0.0041,29.57,2460256.5,-7.72,bK23V01O,2023-11-08
2,(2019 VC),2019 VC,3.80611771771772,-9.50,8.325e-08,2117-2120,0,0.0058,28.82,2458797.5,-9.41,bK19V00C,2019-11-10
2,(2019 VS4),2019 VS4,7.18,-8.67,6.1549e-08,2102-2105,0,0.012,27.31,2458795.5,-8.65,bK19V04S,2019-11-08
2,(2022 QC265),2022 QC265,12.9698085419735,-8.29,1.358e-06,2046-2095,0,0.00408,29.57,2459811.5,-7.99,bK22QQ5C,2022-08-20
4,(2023 FY48),2023 FY48,23.7359747535999,-7.37,1.17086e-06,2082-2114,0,0.00795,28.15,2460021.5,-7.22,bK23F48Y,2023-03-18
1,(2022 QE265),2022 QE265,9.70,-8.08,1.446e-06,2122-2122,0,0.0056,28.93,2459816.5,-8.08,bK22QQ5E,2022-08-25
3,(2023 FZ48),2023 FZ48,9.83088349738948,-7.72,5.071028e-06,2092-2119,0,0.0043,29.48,2460023.5,-7.71,bK23F48Z,2023-03-20
7,(2022 PW40),2022 PW40,6.40203152069706,-8.37,1.8502002e-05,2054-2123,0,0.00143,31.85,2459796.5,-8.14,bK22P40W,2022-08-05
14,(2022 MJ15),2022 MJ15,7.14500411428861,-7.92,2.8516473e-05,2040-2121,0,0.002,31.11,2459750.5,-7.77,bK22M15J,2022-06-20
14,(2011 UL169),2011 UL169,9.34999132212187,-6.38,1.442749e-05,2057-2073,0,0.0075,28.27,2455865.5,-6.31,bK11UG9L,2011-10-31
3,(2022 UA21),2022 UA21,4.26437628795164,-8.53,1.4558e-06,2102-2113,0,0.0051,29.13,2459906.5,-8.25,bK22U21A,2022-11-23
161,(2023 VE1),2023 VE1,4.29794781587389,-6.86,0.0002684640837,2064-2123,0,0.0031,30.18,2460259.5,-6.37,bK23V01E,2023-11-11
1,(2023 VH6),2023 VH6,6.86,-6.55,1.283e-06,2112-2112,0,0.026,25.56,2460322.5,-6.55,bK23V06H,2024-01-13
22,(2024 AH3),2024 AH3,10.4224889222601,-6.59,2.9357297e-06,2053-2123,0,0.025,25.64,2460345.5,-5.97,bK24A03H,2024-02-05
9,(2024 EJ2),2024 EJ2,14.7472090355083,-6.22,2.7783141e-06,2078-2119,0,0.018,26.43,2460376.5,-6.20,bK24E02J,2024-03-07
1,(2023 XB4),2023 XB4,9.93,-9.69,1.366e-08,2111-2111,0,0.0078,28.19,2460286.5,-9.69,bK23X04B,2023-12-08
1,(2024 AS1),2024 AS1,16.78,-9.21,7.089e-09,2095-2095,0,0.012,27.22,2460317.5,-9.21,bK24A01S,2024-01-08
15,(2023 WG2),2023 WG2,22.0518822467891,-5.37,3.32456293e-05,2077-2120,0,0.015,26.70,2460272.5,-5.12,bK23W02G,2023-11-24
27,(2023 WT2),2023 WT2,13.6026143466511,-7.84,1.1546862e-06,2033-2117,0,0.0096,27.74,2460273.5,-7.19,bK23W02T,2023-11-25
1,(2023 XC),2023 XC,5.90,-8.24,5.831e-07,2098-2098,0,0.0069,28.47,2460284.5,-8.24,bK23X00C,2023-12-06
4,(2024 CQ2),2024 CQ2,11.1021486480109,-7.05,4.364754e-06,2112-2117,0,0.011,27.46,2460354.5,-6.83,bK24C02Q,2024-02-14
1,(2023 XT),2023 XT,8.16,-8.49,4.695e-07,2120-2120,0,0.0062,28.70,2460288.5,-8.49,bK23X00T,2023-12-10
60,(2024 AZ3),2024 AZ3,9.87691634399625,-5.84,0.0003387440187,2089-2123,0,0.006,28.75,2460322.5,-5.51,bK24A03Z,2024-01-13
14,(2023 XG4),2023 XG4,8.56415270553937,-6.69,1.4732275e-05,2064-2106,0,0.00921,27.82,2460294.5,-6.42,bK23X04G,2023-12-16
1,(2023 VC2),2023 VC2,5.27,-8.30,1.055e-07,2102-2102,0,0.014,26.95,2460260.5,-8.30,bK23V02C,2023-11-12
6,(2023 XN15),2023 XN15,19.4851787168854,-5.62,2.2164162e-05,2087-2096,0,0.015,26.70,2460299.5,-5.36,bK23X15N,2023-12-21
22,(2024 CY1),2024 CY1,14.2999668364418,-7.62,8.300979e-06,2060-2124,0,0.0049,29.21,2460352.5,-7.18,bK24C01Y,2024-02-12
4,(2024 EH),2024 EH,9.48521316197916,-8.43,1.253155e-07,2085-2124,0,0.012,27.18,2460376.5,-8.25,bK24E00H,2024-03-07
1,(2015 XX378),2015 XX378,15.70,-6.53,3.180e-07,2118-2118,0,0.038,24.73,2457378.5,-6.53,bK15Xb8X,2015-12-22
5,(2022 QE2),2022 QE2,5.87666732060504,-9.97,6.52457e-08,2079-2122,0,0.0054,28.99,2459817.5,-9.49,bK22Q02E,2022-08-26
1,(2024 AL3),2024 AL3,12.45,-8.34,1.496e-09,2099-2099,0,0.062,23.68,2460370.5,-8.34,bK24A03L,2024-03-01
1,(2024 CW6),2024 CW6,3.13,-9.24,2.174e-08,2088-2088,0,0.01,27.58,2460372.5,-9.24,bK24C06W,2024-03-03
2,(1998 BT13),1998 BT13,7.82770728643216,-8.09,7.96e-08,2087-2107,0,0.018,26.36,2450843.5,-7.99,bJ98B13T,1998-01-30
2,(2023 XZ11),2023 XZ11,14.5302850877193,-5.31,5.472e-06,2075-2078,0,0.031,25.18,2460291.5,-5.29,bK23X11Z,2023-12-13
51,(2023 XU5),2023 XU5,8.41100264544909,-5.76,6.1545694e-05,2088-2115,0,0.012,27.18,2460300.5,-5.56,bK23X05U,2023-12-22
1,(2024 BS1),2024 BS1,16.26,-9.94,1.870e-09,2114-2114,0,0.012,27.28,2460329.5,-9.94,bK24B01S,2024-01-20
14,(2024 BQ1),2024 BQ1,6.37294324013641,-8.81,3.755453e-06,2101-2124,0,0.0034,29.99,2460329.5,-8.24,bK24B01Q,2024-01-20
55,(2023 XZ13),2023 XZ13,8.49234697228907,-5.49,0.0001350753852,2053-2123,0,0.0071,28.38,2460294.5,-5.45,bK23X13Z,2023-12-16
1,(2023 XH7),2023 XH7,19.97,-9.87,1.779e-09,2088-2088,0,0.01,27.60,2460289.5,-9.87,bK23X07H,2023-12-11
14,(2024 AD),2024 AD,9.60920468223141,-7.22,1.092855e-05,2088-2124,0,0.006,28.76,2460312.5,-7.01,bK24A00D,2024-01-03
2,(2024 AM),2024 AM,8.82,-5.04,0.00021302791,2069-2081,0,0.0094,27.79,2460317.5,-5.04,bK24A00M,2024-01-08
28,(2023 XR14),2023 XR14,10.2807476493751,-5.84,0.00011062271,2093-2117,0,0.0075,28.27,2460299.5,-5.78,bK23X14R,2023-12-21
5,(2023 XT20),2023 XT20,17.0780147063968,-5.53,1.5437364e-05,2076-2111,0,0.024,25.78,2460290.5,-5.27,bK23X20T,2023-12-12
21,(2018 EE9),2018 EE9,15.9541295434152,-5.94,7.516785e-06,2067-2115,0,0.019,26.27,2458203.5,-5.85,bK18E09E,2018-03-26
113,(2024 AM4),2024 AM4,1.81283652240206,-6.53,0.00026979036,2080-2124,0,0.0061,28.71,2460339.5,-5.80,bK24A04M,2024-01-30
1,(2022 UL147),2022 UL147,13.34,-9.96,3.733e-08,2069-2069,0,0.0027,30.47,2459880.5,-9.96,bK22UE7L,2022-10-28
151,(2022 TF48),2022 TF48,14.2356417957095,-6.63,1.83983966e-05,2058-2123,0,0.00879,27.94,2459857.5,-6.27,bK22T48F,2022-10-05
2,(2017 FX90),2017 FX90,12.49,-9.09,6.968e-09,2122-2122,0,0.021,26.09,2457844.5,-8.95,bK17F90X,2017-04-01
1,(2023 XM14),2023 XM14,9.21,-6.31,1.778e-07,2105-2105,0,0.068,23.49,2460322.5,-6.31,bK23X14M,2024-01-13
11,(2024 CR6),2024 CR6,21.7775292903274,-6.80,8.243421e-06,2091-2101,0,0.0089,27.91,2460355.5,-6.35,bK24C06R,2024-02-15
12,(2024 BJ3),2024 BJ3,17.5329768443765,-6.52,2.790035e-06,2077-2105,0,0.021,26.02,2460342.5,-5.98,bK24B03J,2024-02-02
10,(2024 BP4),2024 BP4,10.000298260272,-8.26,2.427276e-07,2057-2113,0,0.0147,26.83,2460329.5,-7.66,bK24B04P,2024-01-20
1,(2010 DG77),2010 DG77,14.47,-7.06,7.785e-10,2059-2059,0,0.19,21.27,2455247.5,-7.06,bK10D77G,2010-02-20
87,(2025 SV4),2025 SV4,7.1035373063579,-7.14,0.0001071969478,2069-2125,0,0.00331,30.02,2460942.5,-6.70,bK25S04V,2025-09-24
5,(2025 TP1),2025 TP1,12.449663585297,-7.45,1.535248e-06,2074-2082,0,0.011,27.50,2460956.5,-7.01,bK25T01P,2025-10-08
2,(2025 RO1),2025 RO1,11.8163810696692,-10.40,5.684e-08,2113-2113,0,0.0025,30.64,2460920.5,-10.21,bK25R01O,2025-09-02
2,(2025 RP3),2025 RP3,10.4563859548958,-9.35,1.4012e-07,2083-2089,0,0.0039,29.70,2460933.5,-9.25,bK25R03P,2025-09-15
1,(2025 RT3),2025 RT3,16.17,-7.66,1.125e-07,2057-2057,0,0.013,27.15,2460934.5,-7.66,bK25R03T,2025-09-16
35,(2025 YB4),2025 YB4,16.3698085281924,-5.85,0.0002985044415,2110-2122,0,0.00551,28.93,2461032.5,-5.57,bK25Y04B,2025-12-23
