des,diameter,fullname,h,id,ip,last_obs,last_obs_jd,n_imp,ps_cum,ps_max,range,ts_max,v_inf
2022 WS27,0.003,(2022 WS27),30.30,bK22W27S,3.287138e-05,2022-11-23,2459906.5,9,-7.28,-7.53,2041-2113,0,10.0191541578114
2023 ET2,0.0027,(2023 ET2),30.51,bK23E02T,1.033716e-07,2023-03-15,2460018.5,7,-8.49,-8.50,2028-2087,0,13.2818040351509
2015 EG7,0.011,(2015 EG7),27.35,bK15E07G,6.236836e-06,2015-03-20,2457101.5,10,-6.46,-6.54,2090-2118,0,12.8048296411834
2019 QU3,0.0061,(2019 QU3),28.71,bK19Q03U,1.696215e-05,2019-09-08,2458734.5,19,-6.87,-7.19,2060-2122,0,6.46243167021869
2023 OD1,0.037,(2023 OD1),24.83,bK23O01D,1.539e-07,2023-07-25,2460150.5,1,-7.15,-7.15,2124-2124,0,8.12
2023 GM1,0.012,(2023 GM1),27.32,bK23G01M,3.722841e-05,2024-11-08,2460622.5,33,-5.91,-6.57,2085-2124,0,6.33499577070308
2025 HT6,0.07,(2025 HT6),23.42,bK25H06T,2.6977e-07,2025-06-04,2460830.5,3,-6.20,-6.26,2116-2124,0,7.80683248693331
2023 AN6,0.0025,(2023 AN6),30.63,bK23A06N,8.213e-07,2023-01-15,2459959.5,1,-8.87,-8.87,2093-2093,0,13.40
2023 HM4,0.0099,(2023 HM4),27.68,bK23H04M,7.825e-05,2023-07-09,2460134.5,1,-5.92,-5.92,2118-2118,0,1.17
2023 HK3,0.0088,(2023 HK3),27.92,bK23H03K,2.5885e-07,2023-04-25,2460059.5,2,-8.44,-8.54,2110-2122,0,6.04
2023 HT4,0.076,(2023 HT4),23.26,bK23H04T,4.6156e-07,2023-06-15,2460110.5,5,-5.83,-6.29,2110-2119,0,9.28705433746425
2023 JK,0.037,(2023 JK),24.82,bK23J00K,1.1855e-06,2023-05-28,2460092.5,2,-6.06,-6.16,2096-2096,0,9.86576212568536
2023 HT6,0.02,(2023 HT6),26.13,bK23H06T,2.711527e-06,2023-05-04,2460068.5,4,-6.48,-6.54,2108-2116,0,8.29414048984207
2023 HM,0.00943,(2023 HM),27.77,bK23H00M,5.931688e-07,2023-04-18,2460052.5,33,-7.28,-7.65,2049-2122,0,19.3384240523102
2023 HS,0.01,(2023 HS),27.64,bK23H00S,2.56239e-07,2023-05-14,2460078.5,2,-8.17,-8.19,2111-2119,0,9.38967065903317
2023 OY,0.012,(2023 OY),27.33,bK23O00Y,1.296e-07,2023-07-21,2460146.5,1,-8.21,-8.21,2100-2100,0,11.04
2023 HY,0.0073,(2023 HY),28.33,bK23H00Y,1.060846e-06,2023-04-21,2460055.5,5,-7.64,-7.90,2098-2122,0,15.1396156275275
2023 EB,0.02,(2023 EB),26.16,bK23E00B,9.15682700000001e-05,2023-04-15,2460049.5,106,-4.73,-5.23,2053-2123,0,7.39676405582414
2023 HV5,0.013,(2023 HV5),27.15,bK23H05V,0.000160285837,2023-05-02,2460066.5,12,-5.03,-5.13,2086-2096,0,8.92188626310134
2023 JF,0.01,(2023 JF),27.55,bK23J00F,0.000220581816,2023-05-10,2460074.5,58,-5.07,-5.25,2057-2119,0,6.85484009887742
2023 JV,0.041,(2023 JV),24.59,bK23J00V,1.0873e-06,2023-06-13,2460108.5,2,-5.93,-6.06,2109-2121,0,14.35
2023 RM16,0.0057,(2023 RM16),28.87,bK23R16M,1.537e-08,2023-09-19,2460206.5,1,-9.57,-9.57,2056-2056,0,8.49
2023 ES,0.018,(2023 ES),26.36,bK23E00S,5.2591e-07,2023-04-15,2460049.5,3,-7.16,-7.26,2083-2120,0,7.95171854499819
2023 JA3,0.0039,(2023 JA3),29.69,bK23J03A,7.62950874e-05,2023-05-14,2460078.5,58,-6.60,-6.85,2048-2123,0,7.63906996146911
2023 KU2,0.012,(2023 KU2),27.24,bK23K02U,2.1186e-06,2023-05-28,2460092.5,2,-6.62,-6.66,2064-2117,0,14.2998036439158
2023 JK4,0.033,(2023 JK4),25.04,bK23J04K,1.1746e-07,2023-05-20,2460084.5,3,-6.66,-6.81,2057-2061,0,15.7596654180146
2023 ST2,0.02,(2023 ST2),26.13,bK23S02T,1.296e-07,2023-09-24,2460211.5,1,-7.19,-7.19,2078-2078,0,21.02
2014 SH224,0.02,(2014 SH224),26.09,bK14SM4H,2.7567e-07,2014-09-28,2456928.5,2,-7.39,-7.41,2119-2119,0,10.8395875503319
2023 MD4,0.015,(2023 MD4),26.76,bK23M04D,5.7167456e-06,2023-07-08,2460133.5,8,-6.47,-6.69,2096-2122,0,8.54692164996812
2023 JE5,0.034,(2023 JE5),25.02,bK23J05E,3.48226e-06,2023-06-01,2460096.5,2,-5.52,-5.52,2071-2115,0,9.21994681614813
2020 HL1,0.03,(2020 HL1),25.26,bK20H01L,1.39062e-05,2020-04-28,2458967.5,3,-4.87,-4.99,2055-2066,0,9.43989529849995
2023 KT2,0.0081,(2023 KT2),28.10,bK23K02T,8.925156e-06,2023-06-13,2460108.5,11,-6.74,-6.83,2063-2120,0,3.3484425370268
2023 MQ,0.011,(2023 MQ),27.48,bK23M00Q,4.520385e-06,2023-06-23,2460118.5,39,-6.81,-7.62,2078-2122,0,8.97763992226326
2023 KZ2,0.019,(2023 KZ2),26.20,bK23K02Z,1.04761496e-05,2023-06-23,2460118.5,3,-5.88,-5.88,2115-2123,0,10.9102233125804
2023 NQ1,0.081,(2023 NQ1),23.11,bK23N01Q,1.164e-07,2023-07-19,2460144.5,1,-5.99,-5.99,2120-2120,0,23.30
2023 LM1,0.0069,(2023 LM1),28.45,bK23L01M,1.589e-06,2023-06-15,2460110.5,1,-7.80,-7.80,2114-2114,0,8.98
2023 LE2,0.0033,(2023 LE2),30.07,bK23L02E,3.77e-08,2023-06-17,2460112.5,2,-10.20,-10.36,2067-2116,0,6.44
2023 SN1,0.0047,(2023 SN1),29.29,bK23S01N,4.642e-09,2023-09-20,2460207.5,1,-10.53,-10.53,2118-2118,0,16.19
2023 KT,0.0074,(2023 KT),28.30,bK23K00T,1.39294e-06,2023-05-24,2460088.5,8,-7.64,-7.87,2072-2116,0,8.46049255531466
2023 NG1,0.018,(2023 NG1),26.33,bK23N01G,1.49723e-05,2023-09-14,2460201.5,5,-5.97,-6.03,2117-2124,0,3.66612497745837
2025 AC1,0.014,(2025 AC1),26.93,bK25A01C,6.5895213e-06,2025-01-22,2460697.5,15,-6.48,-7.12,2080-2124,0,6.33012491241208
2025 AO1,0.00919,(2025 AO1),27.84,bK25A01O,5.0307233e-06,2025-01-06,2460681.5,5,-6.81,-6.84,2078-2116,0,8.16383064916331
2013 BR27,0.0096,(2013 BR27),27.73,bK13B27R,2.89491515e-05,2013-02-01,2456324.5,61,-5.96,-6.37,2067-2112,0,10.9513806303787
2024 YT7,0.1,(2024 YT7),22.61,bK24Y07T,4.897e-08,2025-01-22,2460697.5,1,-6.25,-6.25,2085-2085,0,11.67
2022 AV13,0.0015,(2022 AV13),31.79,bK22A13V,4.870503e-06,2022-01-07,2459586.5,22,-8.84,-9.62,2057-2118,0,7.01653745003339
2024 MB1,0.012,(2024 MB1),27.23,bK24M01B,3.2129e-08,2024-07-02,2460493.5,2,-9.06,-9.10,2117-2124,0,4.02659933393507
2024 MD,0.0089,(2024 MD),27.91,bK24M00D,2.621804e-06,2024-06-16,2460477.5,24,-7.31,-7.68,2068-2124,0,5.56987275936722
2024 GY5,0.0088,(2024 GY5),27.93,bK24G05Y,2.05112e-06,2024-04-18,2460418.5,3,-7.16,-7.25,2097-2118,0,15.6885055969422
2023 RH2,0.0559,(2023 RH2),23.91,bK23R02H,7.281061e-07,2023-09-11,2460198.5,3,-5.58,-5.67,2092-2121,0,22.1943985306537
2024 GO,0.017,(2024 GO),26.54,bK24G00O,2.344702e-06,2024-04-05,2460405.5,4,-5.89,-5.92,2073-2084,0,29.7632140033147
2023 RP2,0.012,(2023 RP2),27.18,bK23R02P,1.231e-08,2023-09-11,2460198.5,1,-9.18,-9.18,2094-2094,0,9.09
2023 RY15,0.0085,(2023 RY15),28.00,bK23R15Y,4.2068742e-06,2023-09-20,2460207.5,21,-7.05,-7.57,2092-2112,0,10.0260535206876
2023 RX4,0.011,(2023 RX4),27.44,bK23R04X,9.9018e-07,2023-09-19,2460206.5,3,-7.27,-7.36,2077-2105,0,10.8966787856753
2017 UM52,0.0043,(2017 UM52),29.49,bK17U52M,0.0001588246715,2017-10-28,2458054.5,49,-6.36,-6.99,2087-2122,0,2.71791811223737
2023 QJ5,0.013,(2023 QJ5),27.09,bK23Q05J,2.726e-08,2023-08-26,2460182.5,1,-8.83,-8.83,2113-2113,0,11.42
2022 UA6,0.0084,(2022 UA6),28.02,bK22U06A,4.756e-09,2022-10-29,2459881.5,2,-9.91,-10.14,2090-2096,0,11.8
2023 SS4,0.013,(2023 SS4),27.06,bK23S04S,1.7572e-05,2023-09-26,2460213.5,2,-6.01,-6.23,2117-2120,0,12.3
2023 QR,0.0048,(2023 QR),29.26,bK23Q00R,4.063e-08,2023-08-19,2460175.5,1,-9.19,-9.19,2076-2076,0,20.68
2023 RK5,0.0052,(2023 RK5),29.08,bK23R05K,4.14119896e-05,2023-09-18,2460205.5,55,-6.64,-7.07,2064-2123,0,10.0105207510242
2023 RF1,0.023,(2023 RF1),25.82,bK23R01F,9.770e-08,2023-10-17,2460234.5,1,-7.84,-7.84,2118-2118,0,6.54
2023 SE2,0.024,(2023 SE2),25.73,bK23S02E,8.3802e-06,2023-09-25,2460212.5,3,-4.77,-4.93,2049-2052,0,24.6865122550774
2023 RO1,0.021,(2023 RO1),26.04,bK23R01O,5.2212303e-06,2023-09-11,2460198.5,24,-5.92,-6.29,2070-2123,0,12.7685186914663
2025 DB30,0.0051,(2025 DB30),29.13,bK25D30B,5.3949e-06,2025-03-02,2460736.5,2,-7.64,-7.65,2120-2123,0,8.93972029138631
2025 FK3,0.0051,(2025 FK3),29.09,bK25F03K,0.000100613156,2025-03-23,2460757.5,7,-5.97,-6.26,2114-2122,0,20.360159410167
2023 SN8,0.0086,(2023 SN8),27.98,bK23S08N,8.598253e-05,2023-09-24,2460211.5,6,-3.93,-3.93,2026-2123,0,8.02974861521288
2023 SR5,0.0063,(2023 SR5),28.65,bK23S05R,9.008e-08,2023-09-19,2460206.5,1,-9.13,-9.13,2115-2115,0,9.40
2023 SS5,0.00751,(2023 SS5),28.27,bK23S05S,1.19350167e-05,2023-09-20,2460207.5,32,-6.73,-7.12,2070-2123,0,9.90807349988877
2023 SM5,0.017,(2023 SM5),26.47,bK23S05M,1.563614e-05,2023-09-23,2460210.5,8,-5.80,-5.94,2105-2122,0,11.4539472145939
2023 SL5,0.0061,(2023 SL5),28.72,bK23S05L,4.7098798e-05,2023-09-24,2460211.5,32,-5.95,-6.34,2058-2119,0,13.3124782715262
2023 SU4,0.012,(2023 SU4),27.30,bK23S04U,4.5969e-08,2023-10-08,2460225.5,2,-8.65,-8.70,2079-2101,0,10.5463973547391
2023 VF4,0.023,(2023 VF4),25.82,bK23V04F,2.8676333e-06,2023-12-16,2460294.5,4,-6.22,-6.29,2118-2122,0,12.2313261346909
2023 SY5,0.01,(2023 SY5),27.63,bK23S05Y,0.00013111878,2023-10-15,2460232.5,3,-5.29,-5.29,2089-2115,0,10.9899560871448
2023 UX27,0.0221,(2023 UX27),25.94,bK23U27X,5.27536e-07,2023-10-18,2460235.5,13,-6.39,-6.71,2032-2122,0,8.64605399441934
2023 RV12,0.02,(2023 RV12),26.18,bK23R12V,8.589e-08,2023-09-25,2460212.5,1,-8.05,-8.05,2119-2119,0,7.24
2023 SP6,0.0086,(2023 SP6),27.98,bK23S06P,3.215e-09,2023-09-25,2460212.5,1,-10.02,-10.02,2113-2113,0,16.97
2023 TY,0.00504,(2023 TY),29.13,bK23T00Y,2.29825261e-05,2023-10-10,2460227.5,64,-6.72,-7.30,2048-2122,0,13.0636573055823
2023 VR,0.0096,(2023 VR),27.73,bK23V00R,3.3566006e-05,2023-11-08,2460256.5,5,-6.09,-6.11,2115-2123,0,11.5904865970649
2023 XQ16,0.0027,(2023 XQ16),30.50,bK23X16Q,1.736424e-05,2023-12-18,2460296.5,6,-7.95,-8.00,2117-2123,0,1.90429226963
2023 UL,0.0082,(2023 UL),28.09,bK23U00L,6.9855e-08,2023-10-26,2460243.5,4,-8.95,-9.24,2095-2116,0,8.35825137785413
2023 VK1,0.025,(2023 VK1),25.64,bK23V01K,1.868e-06,2023-11-14,2460262.5,1,-6.35,-6.35,2105-2105,0,8.67
2023 UZ3,0.018,(2023 UZ3),26.38,bK23U03Z,2.1162348e-06,2023-11-01,2460249.5,25,-6.47,-6.97,2067-2121,0,14.2012770586704
2023 TD32,0.026,(2023 TD32),25.60,bK23T32D,5.219722e-07,2023-10-21,2460238.5,8,-6.28,-6.59,2049-2067,0,14.3671835434914
2023 TL3,0.027,(2023 TL3),25.46,bK23T03L,3.436211e-06,2023-10-20,2460237.5,4,-5.47,-5.53,2066-2071,0,16.2977163509459
2023 TQ3,0.026,(2023 TQ3),25.55,bK23T03Q,3.682e-07,2023-10-15,2460232.5,1,-6.91,-6.91,2101-2101,0,10.97
2023 VZ,0.014,(2023 VZ),26.94,bK23V00Z,1.122472e-05,2023-11-10,2460258.5,7,-5.84,-6.16,2097-2108,0,19.6767067151786
2023 UP2,0.016,(2023 UP2),26.66,bK23U02P,5.54847e-07,2023-10-21,2460238.5,6,-7.30,-7.64,2077-2119,0,8.91903704985338
2023 TG8,0.0082,(2023 TG8),28.08,bK23T08G,8.7387e-07,2023-10-15,2460232.5,8,-7.78,-8.14,2107-2119,0,12.6483434606978
2022 QF265,0.0034,(2022 QF265),29.97,bK22QQ5F,3.259e-08,2022-08-24,2459815.5,1,-9.97,-9.97,2085-2085,0,11.46
2023 TM3,0.014,(2023 TM3),26.92,bK23T03M,1.550612e-05,2023-10-10,2460227.5,30,-5.92,-6.41,2082-2121,0,11.2843946261218
2023 VD1,0.033,(2023 VD1),25.05,bK23V01D,6.338285e-06,2023-11-14,2460262.5,40,-5.54,-6.29,2060-2123,0,8.5546073125459
2023 TV3,0.0095,(2023 TV3),27.75,bK23T03V,9.678e-08,2023-10-12,2460229.5,1,-7.72,-7.72,2039-2039,0,13.93
2023 VD3,0.013,(2023 VD3),27.05,bK23V03D,0.00014914668,2023-11-08,2460256.5,3,-3.90,-3.90,2034-2042,0,17.7800035448325
2023 TY10,0.0063,(2023 TY10),28.65,bK23T10Y,4.03359e-08,2023-10-14,2460231.5,3,-9.04,-9.15,2064-2117,0,15.4079569564581
2023 TB2,0.058,(2023 TB2),23.84,bK23T02B,6.46013e-05,2023-11-03,2460251.5,10,-4.06,-4.17,2102-2123,0,6.85777735122977
2023 VP3,0.0044,(2023 VP3),29.45,bK23V03P,0.00011778342,2023-11-11,2460259.5,54,-6.35,-6.98,2068-2123,0,6.026184116576
2023 TW2,0.019,(2023 TW2),26.31,bK23T02W,0.000131681849,2023-11-09,2460257.5,108,-4.78,-5.18,2063-2123,0,2.67336963145163
2023 VV1,0.0055,(2023 VV1),28.93,bK23V01V,6.6632e-07,2023-11-17,2460265.5,4,-8.53,-8.99,2101-2123,0,3.36469834313843
2023 TM15,0.015,(2023 TM15),26.80,bK23T15M,5.7707175e-06,2023-10-22,2460239.5,11,-6.13,-6.49,2076-2113,0,16.5808334405557
2023 TU15,0.005,(2023 TU15),29.16,bK23T15U,7.82545585e-05,2023-10-18,2460235.5,77,-6.25,-7.02,2050-2122,0,11.8877951293151
2023 UV,0.061,(2023 UV),23.73,bK23U00V,7.782e-08,2023-10-21,2460238.5,1,-6.11,-6.11,2098-2098,0,34.55
2023 VN5,0.0093,(2023 VN5),27.80,bK23V05N,5.058e-08,2023-11-12,2460260.5,1,-8.86,-8.86,2117-2117,0,13.23
2023 TA16,0.008,(2023 TA16),28.14,bK23T16A,7.4023e-07,2023-10-17,2460234.5,4,-7.60,-8.08,2103-2109,0,19.9455432770896
2023 UB,0.0033,(2023 UB),30.03,bK23U00B,1.159e-08,2023-10-17,2460234.5,1,-10.41,-10.41,2097-2097,0,15.14
2023 UG4,0.017,(2023 UG4),26.44,bK23U04G,1.6289415e-05,2023-11-09,2460257.5,25,-5.82,-6.35,2081-2120,0,3.93038428022124
2023 UE,0.0057,(2023 UE),28.86,bK23U00E,1.16396e-06,2023-10-26,2460243.5,6,-8.26,-8.44,2112-2122,0,5.06256091274614
2023 UR10,0.0034,(2023 UR10),29.98,bK23U10R,1.72649e-05,2023-10-22,2460239.5,2,-6.37,-6.38,2030-2032,0,9.69286598821887
2023 UM4,0.019,(2023 UM4),26.25,bK23U04M,1.3026e-05,2023-10-21,2460238.5,2,-5.83,-5.96,2115-2115,0,9.25
2023 UY,0.0035,(2023 UY),29.92,bK23U00Y,1.8496599e-05,2023-10-22,2460239.5,12,-7.34,-7.47,2081-2121,0,7.74131278025761
2025 GX,0.015,(2025 GX),26.82,bK25G00X,2.5743e-07,2025-04-27,2460792.5,4,-7.78,-7.99,2081-2112,0,3.61713592044439
2022 SS2,0.013,(2022 SS2),27.15,bK22S02S,1.267e-07,2022-10-25,2459877.5,1,-8.22,-8.22,2095-2095,0,7.30
2023 UK3,0.005,(2023 UK3),29.16,bK23U03K,5.147e-07,2023-10-22,2460239.5,2,-8.11,-8.39,2050-2052,0,8.45
2023 VO1,0.0041,(2023 VO1),29.57,bK23V01O,1.5205236e-06,2023-11-08,2460256.5,19,-7.72,-8.01,2050-2121,0,16.1549463868894
2019 VC,0.0058,(2019 VC),28.82,bK19V00C,8.325e-08,2019-11-10,2458797.5,2,-9.41,-9.50,2117-2120,0,3.80611771771772
2019 VS4,0.012,(2019 VS4),27.31,bK19V04S,6.1549e-08,2019-11-08,2458795.5,2,-8.65,-8.67,2102-2105,0,7.18
2022 QC265,0.00408,(2022 QC265),29.57,bK22QQ5C,1.358e-06,2022-08-20,2459811.5,2,-7.99,-8.29,2046-2095,0,12.9698085419735
2023 FY48,0.00795,(2023 FY48),28.15,bK23F48Y,1.17086e-06,2023-03-18,2460021.5,4,-7.22,-7.37,2082-2114,0,23.7359747535999
2022 QE265,0.0056,(2022 QE265),28.93,bK22QQ5E,1.446e-06,2022-08-25,2459816.5,1,-8.08,-8.08,2122-2122,0,9.70
2023 FZ48,0.0043,(2023 FZ48),29.48,bK23F48Z,5.071028e-06,2023-03-20,2460023.5,3,-7.71,-7.72,2092-2119,0,9.83088349738948
2022 PW40,0.00143,(2022 PW40),31.85,bK22P40W,1.8502002e-05,2022-08-05,2459796.5,7,-8.14,-8.37,2054-2123,0,6.40203152069706
2022 MJ15,0.002,(2022 MJ15),31.11,bK22M15J,2.8516473e-05,2022-06-20,2459750.5,14,-7.77,-7.92,2040-2121,0,7.14500411428861
2011 UL169,0.0075,(2011 UL169),28.27,bK11UG9L,1.442749e-05,2011-10-31,2455865.5,14,-6.31,-6.38,2057-2073,0,9.34999132212187
2022 UA21,0.0051,(2022 UA21),29.13,bK22U21A,1.4558e-06,2022-11-23,2459906.5,3,-8.25,-8.53,2102-2113,0,4.26437628795164
2023 VE1,0.0031,(2023 VE1),30.18,bK23V01E,0.0002684640837,2023-11-11,2460259.5,161,-6.37,-6.86,2064-2123,0,4.29794781587389
2023 VH6,0.026,(2023 VH6),25.56,bK23V06H,1.283e-06,2024-01-13,2460322.5,1,-6.55,-6.55,2112-2112,0,6.86
2024 AH3,0.025,(2024 AH3),25.64,bK24A03H,2.9357297e-06,2024-02-05,2460345.5,22,-5.97,-6.59,2053-2123,0,10.4224889222601
2024 EJ2,0.018,(2024 EJ2),26.43,bK24E02J,2.7783141e-06,2024-03-07,2460376.5,9,-6.20,-6.22,2078-2119,0,14.7472090355083
2023 XB4,0.0078,(2023 XB4),28.19,bK23X04B,1.366e-08,2023-12-08,2460286.5,1,-9.69,-9.69,2111-2111,0,9.93
2024 AS1,0.012,(2024 AS1),27.22,bK24A01S,7.089e-09,2024-01-08,2460317.5,1,-9.21,-9.21,2095-2095,0,16.78
2023 WG2,0.015,(2023 WG2),26.70,bK23W02G,3.32456293e-05,2023-11-24,2460272.5,15,-5.12,-5.37,2077-2120,0,22.0518822467891
2023 WT2,0.0096,(2023 WT2),27.74,bK23W02T,1.1546862e-06,2023-11-25,2460273.5,27,-7.19,-7.84,2033-2117,0,13.6026143466511
2023 XC,0.0069,(2023 XC),28.47,bK23X00C,5.831e-07,2023-12-06,2460284.5,1,-8.24,-8.24,2098-2098,0,5.90
2024 CQ2,0.011,(2024 CQ2),27.46,bK24C02Q,4.364754e-06,2024-02-14,2460354.5,4,-6.83,-7.05,2112-2117,0,11.1021486480109
2023 XT,0.0062,(2023 XT),28.70,bK23X00T,4.695e-07,2023-12-10,2460288.5,1,-8.49,-8.49,2120-2120,0,8.16
2024 AZ3,0.006,(2024 AZ3),28.75,bK24A03Z,0.0003387440187,2024-01-13,2460322.5,60,-5.51,-5.84,2089-2123,0,9.87691634399625
2023 XG4,0.00921,(2023 XG4),27.82,bK23X04G,1.4732275e-05,2023-12-16,2460294.5,14,-6.42,-6.69,2064-2106,0,8.56415270553937
2023 VC2,0.014,(2023 VC2),26.95,bK23V02C,1.055e-07,2023-11-12,2460260.5,1,-8.30,-8.30,2102-2102,0,5.27
2023 XN15,0.015,(2023 XN15),26.70,bK23X15N,2.2164162e-05,2023-12-21,2460299.5,6,-5.36,-5.62,2087-2096,0,19.4851787168854
2024 CY1,0.0049,(2024 CY1),29.21,bK24C01Y,8.300979e-06,2024-02-12,2460352.5,22,-7.18,-7.62,2060-2124,0,14.2999668364418
2024 EH,0.012,(2024 EH),27.18,bK24E00H,1.253155e-07,2024-03-07,2460376.5,4,-8.25,-8.43,2085-2124,0,9.48521316197916
2015 XX378,0.038,(2015 XX378),24.73,bK15Xb8X,3.180e-07,2015-12-22,2457378.5,1,-6.53,-6.53,2118-2118,0,15.70
2022 QE2,0.0054,(2022 QE2),28.99,bK22Q02E,6.52457e-08,2022-08-26,2459817.5,5,-9.49,-9.97,2079-2122,0,5.87666732060504
2024 AL3,0.062,(2024 AL3),23.68,bK24A03L,1.496e-09,2024-03-01,2460370.5,1,-8.34,-8.34,2099-2099,0,12.45
2024 CW6,0.01,(2024 CW6),27.58,bK24C06W,2.174e-08,2024-03-03,2460372.5,1,-9.24,-9.24,2088-2088,0,3.13
1998 BT13,0.018,(1998 BT13),26.36,bJ98B13T,7.96e-08,1998-01-30,2450843.5,2,-7.99,-8.09,2087-2107,0,7.82770728643216
2023 XZ11,0.031,(2023 XZ11),25.18,bK23X11Z,5.472e-06,2023-12-13,2460291.5,2,-5.29,-5.31,2075-2078,0,14.5302850877193
2023 XU5,0.012,(2023 XU5),27.18,bK23X05U,6.1545694e-05,2023-12-22,2460300.5,51,-5.56,-5.76,2088-2115,0,8.41100264544909
2024 BS1,0.012,(2024 BS1),27.28,bK24B01S,1.870e-09,2024-01-20,2460329.5,1,-9.94,-9.94,2114-2114,0,16.26
2024 BQ1,0.0034,(2024 BQ1),29.99,bK24B01Q,3.755453e-06,2024-01-20,2460329.5,14,-8.24,-8.81,2101-2124,0,6.37294324013641
2023 XZ13,0.0071,(2023 XZ13),28.38,bK23X13Z,0.0001350753852,2023-12-16,2460294.5,55,-5.45,-5.49,2053-2123,0,8.49234697228907
2023 XH7,0.01,(2023 XH7),27.60,bK23X07H,1.779e-09,2023-12-11,2460289.5,1,-9.87,-9.87,2088-2088,0,19.97
2024 AD,0.006,(2024 AD),28.76,bK24A00D,1.092855e-05,2024-01-03,2460312.5,14,-7.01,-7.22,2088-2124,0,9.60920468223141
2024 AM,0.0094,(2024 AM),27.79,bK24A00M,0.00021302791,2024-01-08,2460317.5,2,-5.04,-5.04,2069-2081,0,8.82
2023 XR14,0.0075,(2023 XR14),28.27,bK23X14R,0.00011062271,2023-12-21,2460299.5,28,-5.78,-5.84,2093-2117,0,10.2807476493751
2023 XT20,0.024,(2023 XT20),25.78,bK23X20T,1.5437364e-05,2023-12-12,2460290.5,5,-5.27,-5.53,2076-2111,0,17.0780147063968
2018 EE9,0.019,(2018 EE9),26.27,bK18E09E,7.516785e-06,2018-03-26,2458203.5,21,-5.85,-5.94,2067-2115,0,15.9541295434152
2024 AM4,0.0061,(2024 AM4),28.71,bK24A04M,0.00026979036,2024-01-30,2460339.5,113,-5.80,-6.53,2080-2124,0,1.81283652240206
2022 UL147,0.0027,(2022 UL147),30.47,bK22UE7L,3.733e-08,2022-10-28,2459880.5,1,-9.96,-9.96,2069-2069,0,13.34
2022 TF48,0.00879,(2022 TF48),27.94,bK22T48F,1.83983966e-05,2022-10-05,2459857.5,151,-6.27,-6.63,2058-2123,0,14.2356417957095
2017 FX90,0.021,(2017 FX90),26.09,bK17F90X,6.968e-09,2017-04-01,2457844.5,2,-8.95,-9.09,2122-2122,0,12.49
2023 XM14,0.068,(2023 XM14),23.49,bK23X14M,1.778e-07,2024-01-13,2460322.5,1,-6.31,-6.31,2105-2105,0,9.21
2024 CR6,0.0089,(2024 CR6),27.91,bK24C06R,8.243421e-06,2024-02-15,2460355.5,11,-6.35,-6.80,2091-2101,0,21.7775292903274
2024 BJ3,0.021,(2024 BJ3),26.02,bK24B03J,2.790035e-06,2024-02-02,2460342.5,12,-5.98,-6.52,2077-2105,0,17.5329768443765
2024 BP4,0.0147,(2024 BP4),26.83,bK24B04P,2.427276e-07,2024-01-20,2460329.5,10,-7.66,-8.27,2057-2113,0,10.000298260272
2010 DG77,0.19,(2010 DG77),21.27,bK10D77G,7.785e-10,2010-02-20,2455247.5,1,-7.06,-7.06,2059-2059,0,14.47
2025 SV4,0.00331,(2025 SV4),30.02,bK25S04V,0.0001071969478,2025-09-24,2460942.5,87,-6.70,-7.14,2069-2125,0,7.1035373063579
2025 TP1,0.011,(2025 TP1),27.50,bK25T01P,1.535248e-06,2025-10-08,2460956.5,5,-7.01,-7.45,2074-2082,0,12.449663585297
2025 RO1,0.0025,(2025 RO1),30.64,bK25R01O,5.684e-08,2025-09-02,2460920.5,2,-10.21,-10.40,2113-2113,0,11.8163810696692
2025 RP3,0.0039,(2025 RP3),29.70,bK25R03P,1.4012e-07,2025-09-15,2460933.5,2,-9.25,-9.35,2083-2089,0,10.4563859548958
2025 RT3,0.013,(2025 RT3),27.15,bK25R03T,1.125e-07,2025-09-16,2460934.5,1,-7.66,-7.66,2057-2057,0,16.17
2025 YB4,0.00551,(2025 YB4),28.93,bK25Y04B,0.0002985044415,2025-12-23,2461032.5,35,-5.57,-5.85,2110-2122,0,16.3698085281924
2025 UK9,0.0037,(2025 UK9),29.80,bK25U09K,0.0001593373699,2025-10-30,2460978.5,89,-6.33,-6.68,2040-2125,0,7.52401277015807
2025 SV6,0.012,(2025 SV6),27.18,bK25S06V,2.055321e-06,2025-10-05,2460953.5,7,-7.22,-7.52,2110-2125,0,4.60332589410608
2025 SY1,0.0016,(2025 SY1),31.66,bK25S01Y,0.000148716402,2025-09-19,2460937.5,51,-7.08,-7.23,2042-2124,0,6.89463259486334
2025 SQ4,0.018,(2025 SQ4),26.40,bK25S04Q,0.0006142177101,2025-10-17,2460965.5,114,-4.20,-4.55,2103-2125,0,8.74890495863447
2025 VP2,0.046,(2025 VP2),24.33,bK25V02P,3.372e-09,2025-11-23,2461002.5,1,-7.90,-7.90,2048-2048,0,9.03
2025 YU11,0.0095,(2025 YU11),27.76,bK25Y11U,1.651681e-07,2025-12-22,2461031.5,9,-7.97,-8.21,2041-2110,0,1.11692224467073
2025 UX18,0.0029,(2025 UX18),30.34,bK25U18X,1.781e-08,2025-11-01,2460980.5,1,-10.70,-10.70,2112-2112,0,7.16
2025 UR,0.019,(2025 UR),26.23,bK25U00R,8.04124e-06,2025-10-21,2460969.5,4,-5.68,-5.71,2052-2093,0,11.4323269545493
